PWSID,sys_name,agency,county,service_cxns_update,DAC_status,survey_start,survey_submit,survey1A_start,survey1A_submitted,app_started,app_complete,program_need_update,contact_priority,opp_contact_date,follow_up_date,total_arr_reported,ac_name_update,ac_email_update,ac_phone_update,agg_reporting,agg_PWSID,umbrella_org,survey_PWSIDs,TA_requested,reporter_name,reporter_email,reporter_phone
CA1710003,HIGHLANDS MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,LAKE,2877,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,JEFF DAVIS,jeff@HIGHLANDSWATER.COM,707-994-8676,NA,NA,NA,NA,Y,Julia Martinez,jmartinez@calruralwater.org,(707) 349-0039
CA1910203,"LOS ANGELES CWWD 40, R 24,27,33-PEARBLSM",DISTRICT 16 - CENTRAL,LOS ANGELES,2862,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,RUSS BRYDEN,rbryden@dpw.lacounty.gov,626-300-3300,NA,CA1910070,NA,NA,NA,Bing Hua,bhua@dpw.lacounty.gov,626-300-3337
CA1510038,BEAR VALLEY CSD,DISTRICT 19 - TEHACHAPI,KERN,2851,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,WILLIAM MALINEN,bmalinen@bvcsd.org,661-821-4428,NA,NA,NA,NA,NA,Kay Warshaw,kay.warshaw@bvcsd.com,1(661)821-4428
CA1510013,"MCFARLAND, CITY OF",DISTRICT 12 - VISALIA,KERN,2849,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARIO GONZALES,mgonzales@mcfarlandcity.org,661-792-3091,NA,NA,NA,NA,Y,Fernando Lara,flara@mcfarlandcity.org,661-792-3091
CA4810009,CITY OF DIXON,DISTRICT 04 - SAN FRANCISCO,SOLANO,2842,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,JIM LINDLEY,jlindley@ci.dixon.ca.us,707-678-7000,NA,NA,NA,NA,Y,Josh Hudson,jhudson@cityofdixon.us,530-682-3265
CA1910169,WALNUT PARK MUTUAL WATER CO.,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,2832,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,11/15/2021,NA,MIKE GOMEZ,WPMWC@SBCGLOBAL.NET,323-581-3226,NA,NA,NA,NA,NA,Hung Bui,hung.bui@waterboards.ca.gov,714-558-6720
CA3610112,HELENDALE COMMUNITY SERVICE DISTRICT,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,2830,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,KIMBERLY COX,KCOX@HELENDALECSD.ORG,760-951-0006,NA,NA,NA,NA,NA,Craig Carlson,ccarlson@helendalecsd.org,NA
CA0910003,"PLACERVILLE, CITY OF - MAIN",DISTRICT 09 - SACRAMENTO,EL DORADO,2795,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NICK STONE,nstone@cityofplacerville.org,530-642-5232,NA,NA,NA,NA,Y,Nicholas Stone,nstone@cityofplacerville.org,NA
CA3610047,GOLDEN STATE WATER CO - WRIGHTWOOD,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,2777,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEORGE ZAKHARI,george.zakhari@gswater.com,760-515-8322EXT. 117,NA,CA3010047,NA,NA,NA,NA,NA,NA
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,2765,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,RON MUNDS,rmunds@losososcsd.org,805-528-9379,NA,NA,NA,NA,NA,Margaret Falkner,mfalkner@losososcsd.org,805-528-9376
CA2710009,CWSC KING CITY,DISTRICT 05 - MONTEREY,MONTEREY,2749,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOPHIE JAMES,sjames@calwater.com,408-367-8593,NA,CA1910050,NA,NA,NA,NA,NA,NA
CA0310012,AWA BUCKHORN PLANT,DISTRICT 10 - STOCKTON,AMADOR,2743,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,RICK FERRIERA,rferriera@amadorwater.org,209-257-5284,NA,CA0310002,NA,NA,NA,NA,NA,NA
CA5410004,"FARMERSVILLE, CITY OF",DISTRICT 24 - TULARE,TULARE,2736,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,26240.07,JEFF DOWLEN,dpw@cityoffarmersville-ca.gov,559-747-3330,NA,NA,NA,NA,Y,Jeff Dowlen,farmersvillepw@sbcglobal.net,(559) 747-3330
CA2710008,"GREENFIELD, CITY OF",DISTRICT 05 - MONTEREY,MONTEREY,3772,NA,Y,N,Yes,Yes,NA,NA,NA,1,10/8/2021,NA,NA,MARIA VIDAL,mvidal@ci.greenfield.ca.us,831-674-2635,NA,NA,NA,NA,NA,arturo felix,afelix@ci.greenfield.ca.us,NA
CA2810004,"ST. HELENA, CITY OF",DISTRICT 03 - MENDOCINO,"NAPA",2681,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLAYTON CHURCH,cchurch@cityofsthelena.org,0,NA,NA,NA,NA,Y,Finance Utility Billing,Finance@cityofsthelena.org,707-968-2750
CA4010017,GOLDEN STATE WATER COMPANY - LOS OSOS,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,2678,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ELIZABETH CLARK,elizabeth.clark@gswater.com,805-349-7407,NA,CA3010047,NA,NA,NA,NA,NA,NA
CA4910004,SWEETWATER SPRINGS CWD - GUERNEVILLE,DISTRICT 18 - SONOMA,SONOMA,2565,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,6835.88,ED FORTNER,efortner@sweetwatersprings.com,707-869-4000,NA,NA,NA,NA,NA,Ed Fortner,efortner@sweetwatersprings.com,(707) 869-4000
CA2410010,WINTON WATER & SANITARY DIST,DISTRICT 11 - MERCED,MERCED,2672,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,11/15/2021,NA,JENNIFER CALDERA,jcaldera@wintonwsd.com,209-358-2367,NA,NA,NA,NA,NA,Maria Carlson,maria.carlson@waterboards.ca.gov,559-447-3300
CA1110001,CITY OF ORLAND,DISTRICT 21 - VALLEY,GLENN,2671,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ED VONASEK,Evonasek@CITYOFORLAND.COM,530-865-1611,NA,NA,NA,NA,Y,Jennifer Schmitke,jtschmitke@cityoforland.com,530-865-1610
CA4910016,"COTATI, CITY OF",DISTRICT 18 - SONOMA,SONOMA,2669,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,101638.39,CRAIG SCOTT,cscott@cotaticity.org,707-665-3620,NA,NA,NA,NA,Y,Angela Courter,acourter@cotaticity.org,(707) 665-4236
CA1010025,CITY OF PARLIER,DISTRICT 23 - FRESNO,FRESNO,2663,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,SONIA HALL,Shall@parlier.ca.us,559-646-3545EXT. 228,NA,NA,NA,NA,NA,Domingo Morales,mfernandez@parlier.ca.us,(559) 646-3700
CA0510017,CCWD - COPPER COVE,DISTRICT 10 - STOCKTON,CALAVERAS,2615,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JESSE HAMPTON,jesseh@ccwd.org,209-754-3316,NA,NA,NA,NA,NA,Jesse Hampton,jesseh@ccwd.org,209-754-3316
CA3310029,"PERRIS, CITY OF",DISTRICT 20 - RIVERSIDE,RIVERSIDE,2596,NA,Y,Y,Yes,Yes,Yes,No,Yes,NA,NA,NA,NA,CLARA MIRAMONTES,cmiramontes@cityofperris.org,951-943-5003EXT. 272,NA,NA,NA,NA,NA,James Watson,jwatson@cityofperris.org,(909) 528-9663
CA4210017,VANDENBERG VILLAGE COMM. SERV. DIST.,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,2585,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,8380,JOSEPH BARGET,jbarget@vvcsd.org,805-733-3417,NA,NA,NA,NA,NA,Michael Garner,mgarner@vvcsd.org,(805) 733-3417
CA3310051,MYOMA DUNES MUTUAL WATER COMPANY,DISTRICT 20 - RIVERSIDE,RIVERSIDE,2551,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,49763.68,MICHELE DONZE,michele@myomawater.com,760-772-1967,NA,NA,NA,NA,NA,Michele Donze,service@myomawater.com,(760) 772-1967
CA1910103,PALM RANCH IRRIGATION DIST.,DISTRICT 16 - CENTRAL,LOS ANGELES,1702,NA,Y,N,Yes,Yes,Yes,Yes,Yes,1,10/8/2021,NA,29447.24,PETER TUCULET,pete@palmranchid.com,661-943-2469,NA,NA,NA,NA,NA,PETER TUCULET,pete.t@palmranchid.com,(661)943-2469
CA2910001,CITY OF GRASS VALLEY,DISTRICT 09 - SACRAMENTO,NEVADA,2500,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,TREVER VAN NORT,treverv@cityofgrassvalley.com,530-274-4371,NA,NA,NA,NA,Y,Catrina Olson,colson@cityofgrassvalley.com,(530) 274-4302
CA4210020,SANTA YNEZ RIVER WATER CONS. DIST. ID#1,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,2600,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,14709.62,ERIC TAMBINI,etambini@syrwd.org,805-688-6015,NA,NA,NA,NA,NA,Eric Tambini,etambini@syrwd.org,805-688-6015
CA3910003,"ESCALON, CITY OF",DISTRICT 10 - STOCKTON,SAN JOAQUIN,2495,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAMMY ALCANTOR,talcantor@cityofescalon.org,209-691-7400,NA,NA,NA,NA,NA,Tammy Alcantor,talcantor@cityofescalon.org,2096917421
CA1710015,HIDDEN VALLEY LAKE CSD,DISTRICT 03 - MENDOCINO,LAKE,2490,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,DENNIS WHITE,DWHITE@hvlcsd.org,707-987-9201EXT. 212,NA,NA,NA,NA,Y,Hannah Davidson,hdavidson@hvlcsd.org,(707) 987-9201
CA1910060,LA PUENTE VALLEY CWD,DISTRICT 16 - CENTRAL,LOS ANGELES,2457,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROY FRAUSTO,rfrausto@lapuentewater.com,626-330-2126,NA,NA,NA,NA,NA,Roy Frausto,cortiz@lapuentewater.com,626-330-2126
CA2910014,NEVADA ID - LAKE OF PINES,DISTRICT 09 - SACRAMENTO,NEVADA,2441,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARMON CLOSE,close@nidwater.com,530-273-6185,NA,CA2910004,NA,NA,NA,Kaycee Strong,strongk@nidwater.com,(530) 273-6185
CA2310004,"WILLITS, CITY OF",DISTRICT 03 - MENDOCINO,MENDOCINO,2418,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,11/15/2021,NA,BRIAN BENDER,bbender@cityofwillits.org,707-459-4601,NA,NA,NA,NA,NA,Scott Herman,water@cityofwillits.org,(707) 459-7129
CA5110001,CITY OF LIVE OAK,DISTRICT 21 - VALLEY,SUTTER,2407,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,AARON PALMER,apalmer@liveoakcity.org,530-695-2112,NA,NA,NA,NA,Y,Tony Wright,twright@liveoakcity.org,(530) 251-7447
CA1110003,CAL-WATER SERVICE CO.-WILLOWS,DISTRICT 21 - VALLEY,GLENN,2387,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOPHIE JAMES,sjames@calwater.com,408-367-8593,NA,CA1910050,NA,NA,NA,NA,NA,NA
CA1910152,"SOUTH GATE-CITY, WATER DEPT.",DISTRICT 22 - ANGELES,LOS ANGELES,14289,NA,Y,N,NA,NA,NA,NA,NA,1,10/8/2021,DDW,NA,ARTURO CERVANTES,acervantes@sogate.org,323-563-9567,NA,NA,NA,NA,NA,Christopher Castillo,ccastillo@sogate.org,NA
CA1910153,SOUTH MONTEBELLO IRRIGATION DIST.,DISTRICT 22 - ANGELES,LOS ANGELES,2374,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,34684.02,ALBERTO CORRALES,a.corrales@pacbell.net,323-721-4735,NA,NA,NA,NA,NA,Jordan Betancourt,j.betancourt@pacbell.net,(323) 721-4735
CA0410007,PARADISE IRRIGATION DISTRICT,DISTRICT 21 - VALLEY,BUTTE,2369,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,TOM LANDO,tlando@paradiseirrigation.com,530-876-2034,NA,NA,NA,NA,Y,Miranda Hillskemper,mhillskemper@paradiseirrigation.com,530-876-2036
CA3110026,NEVADA ID - NORTH AUBURN,DISTRICT 09 - SACRAMENTO,PLACER,2366,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARMON CLOSE,close@nidwater.com,530-273-6185,NA,CA2910004,NA,NA,NA,Kaycee Strong,strongk@nidwater.com,(530) 273-6185
CA4510016,CLEAR CREEK CSD-ANDERSON,DISTRICT 02 - LASSEN,SHASTA,2357,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,KURT (SKIP) BORN,cccsd@clearcreekcsd.com,530-357-2121,NA,NA,NA,NA,Y,Bill  Palmaymesa,bills@clearcreekcsd.com,530-357-2121
CA1510028,MIL POTRERO MWC,DISTRICT 19 - TEHACHAPI,KERN,2337,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAMES R CARRUTH,rcarruth@mpmwc.com,661-242-3230,NA,NA,NA,NA,NA,Rob Carruth,books@mpmwc.com,661 242-3230
CA3210010,HAMILTON BRANCH CSD,DISTRICT 02 - LASSEN,PLUMAS,502,Missing,Y,N,NA,NA,NA,NA,NA,1,10/8/2021,NA,NA,MIKE SAITONE,hbcsd@frontier.com,530-596-3002,NA,NA,NA,NA,NA,JD Hackett,pureaquah20@hotmail.com,530-596-3002
CA2410006,DELHI CWD,DISTRICT 11 - MERCED,MERCED,2303,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,11/15/2021,NA,LEANDRO MALDONADO,lmaldonado@delhicwd.org,209-585-3003,NA,NA,NA,NA,NA,Leandro  Maldonado,lmaldonado@delhicwd.org,NA
CA1010021,"MENDOTA, CITY OF",DISTRICT 23 - FRESNO,FRESNO,2300,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,FREDDY SALOMON,freddy@cityofmendota.com,559-930-9160,NA,NA,NA,NA,Y,Randy Johnson,rjohnson@mvenvironmental.com,209-742-2626
CA4910023,CALIFORNIA-AMERICAN LARKFIELD (PUC),DISTRICT 18 - SONOMA,SONOMA,2284,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARGARET DIGENOVA,margaret.digenova@amwater.com,707-542-8329EXT. 1,NA,CA3410010,NA,NA,NA,NA,NA,NA
CA3010082,SERRANO WATER DISTRICT,DISTRICT 08 - SANTA ANA,ORANGE,2254,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JERRY VILANDER,jerryv@serranowater.org,714-538-0079,NA,NA,NA,NA,NA,Mike Mastin,swdwq@yahoo.com,714 538-0079
CA3610053,WESTERN HEIGHTS WATER COMPANY,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,2247,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARK E. IVERSON,m.iverson@westernheightswater.org,909-790-1901,NA,NA,NA,NA,Y,Debbie Patrick,d.patrick@westernheightswater.org,NA
CA1710004,"LAKEPORT, CITY OF",DISTRICT 03 - MENDOCINO,LAKE,2232,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAUL HARRIS,pharris@cityoflakeport.com,707-263-3578,NA,NA,NA,NA,NA,Paul Harris,pharris@cityoflakeport.com,(707) 263-3578
CA5710005,CITY OF WINTERS,DISTRICT 09 - SACRAMENTO,YOLO,2221,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,KRISTINE DEGUERRE,Kristine.DeGuerre@CityofWinters.org,530-794-6760,NA,NA,NA,NA,NA,Kristine DeGuerre,Kristine.DeGuerre@cityofwinters.org,530-794-6760
CA4210003,GUADALUPE WATER DEPARTMENT,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,2366,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,31229.52,SHANNON SWEENEY,ssweeney@ci.guadalupe.ca.us,805-356-3910,NA,NA,NA,NA,NA,Shannon Sweeney,ssweeney@ci.guadalupe.ca.us,(805) 356-3910
CA4010012,HERITAGE RANCH CSD,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,1944,NA,Y,N,NA,NA,NA,NA,NA,1,10/8/2021,NA,NA,SCOTT DUFFIELD,scott@heritageranchcsd.ca.gov,805-227-6230,NA,NA,NA,NA,NA,Scott Duffield,scott@heritageranchcsd.ca.gov,805-227-6230
CA4010005,OCEANO COMM SERVICES DIST.,DISTRICT 06 - SANTA BARBARA,SAN LUIS OBISPO,2195,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,WILL CLEMENS,will@oceanocsd.org,805-481-6730,NA,NA,NA,NA,Y,Tony Marraccino,tony@oceanocsd.org,(805) 481-6730
CA4210013,SOLVANG WATER DIVISION,DISTRICT 06 - SANTA BARBARA,SANTA BARBARA,2189,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIKE MATHEWS,mikem@cityofsolvang.com,805-588-4424,NA,NA,NA,NA,Y,KRISTIN RUBIN,kristinr@cityofsolvang.com,805-688-5575
CA0310001,CITY OF JACKSON,DISTRICT 10 - STOCKTON,AMADOR,2185,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,YVONNE KIMBALL,ykimball@ci.jackson.ca.us,209-223-1646,NA,NA,NA,NA,NA,Trevor Hoaas,thoaas@ci.jackson.ca.us,209-273-8780
CA5610022,VENTURA RIVER WATER DISTRICT,DISTRICT 06 - SANTA BARBARA,VENTURA,2166,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,19935.94,BERT RAPP,Bert@VenturaRiverWD.com,805-646-3403,NA,NA,NA,NA,NA,Bert Rapp,Bert@VenturaRiverWD.com,8056463403
CA4310021,PURISSIMA HILLS WATER DISTRICT,DISTRICT 17 - SANTA CLARA,SANTA CLARA,2132,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,PHIL WITT,philw@purissimawater.org,650-948-1217,NA,NA,NA,NA,NA,George Chien,tsungchu.chien@waterboards.ca.gov,(510) 620-3461
CA1710002,GOLDEN STATE WATER CO.-CLEARLAKE SYSTEM,DISTRICT 03 - MENDOCINO,LAKE,2104,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,LISA MILLER,lmiller@gswater.com,916-853-3632,NA,CA3010047,NA,NA,NA,NA,NA,NA
CA5010006,CITY OF WATERFORD,DISTRICT 10 - STOCKTON,STANISLAUS,2065,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,63569.95,MICHEAL PITCOCK,mpitcock@cityofwaterford.org,209-874-2328,NA,NA,NA,NA,NA,Tina Envia,finance@cityofwaterford.org,2098742328
CA5010008,"HUGHSON, CITY OF",DISTRICT 10 - STOCKTON,STANISLAUS,2065,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JAIME VELAZQUEZ,jvelazquez@hughson.org,209-883-4054,NA,NA,NA,NA,NA,Jared Steeley,steeley24@gmail.com,209-620-1662
CA1710001,CLEARLAKE OAKS COUNTY WATER DISTRICT,DISTRICT 03 - MENDOCINO,LAKE,1841,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,152055.9,DIANNA MANN,d.mann@clocwd.org,707-998-3322,NA,NA,NA,NA,NA,Kurt Jensen,k.jensen@clocwd.org,(707) 350-3436
CA3710036,BORREGO WD,DISTRICT 14 - SAN DIEGO,SAN DIEGO,2033,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,99598.62,GEOFF POOLE,geoff@borregowd.org,760-767-5806,NA,NA,NA,NA,Y,Esmeralda Garcia,esmeralda@borregowd.org,760-767-5806
CA3110003,FORESTHILL PUBLIC UTILITY DIST,DISTRICT 02 - LASSEN,PLACER,2032,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,60202.29,HENRY WHITE,gm@foresthillpud.com,530-367-2511,NA,NA,NA,NA,Y,Henry White,gm@foresthillpud.com,NA
CA1909006,WEST VALLEY COUNTY WATER DISTRICT,DISTRICT 22 - ANGELES,LOS ANGELES,220,NA,Y,N,NA,NA,NA,NA,NA,1,10/8/2021,NA,NA,FERNANDO SAENZ,fsaenz@calruralwater.org,0,NA,NA,NA,NA,NA,Fernando Saenz,wvcwd@verizon.net,661-724-1860
CA1910086,MAYWOOD MUTUAL WATER CO. #3,DISTRICT 16 - CENTRAL,LOS ANGELES,2014,SDAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,11/15/2021,NA,ROBERT ROHLF,rcr4900@aol.com,323-560-3657,NA,NA,NA,NA,NA,Robert Rohlf,rcr4900@aol.com,323 560-3657
CA1910218,LA HABRA HEIGHTS CWD,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,2006,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,6365.13,MICHAEL GUALTIERI,MIKE@LHHCWD.COM,562-697-6769,NA,NA,NA,NA,NA,Tammy Wagstaff,Tammy@lhhcwd.com,562-697-6769
CA2710007,"GONZALES, CITY OF",DISTRICT 05 - MONTEREY,MONTEREY,1955,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,21008.45,TIFFANY TWISSELMANN,TTwisselmann@ci.gonzales.ca.us,831-776-2095,NA,NA,NA,NA,Y,Tiffany Twisselmann,ttwisselmann@ci.gonzales.ca.us,(831) 776-2095
CA1610002,"AVENAL, CITY OF",DISTRICT 12 - VISALIA,KINGS,1953,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,RON BRUMLEY,rbrumley@cityofavenal.com,559-386-0868,NA,NA,NA,NA,Y,Ronald Brumley,rbrumley@cityofavenal.com,559-386-0868
CA2010010,MADERA VALLEY WATER COMPANY,DISTRICT 11 - MERCED,MADERA,1944,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,GREG RODGERS,gregrodgers@mvwc.net,559-674-2407,NA,NA,NA,NA,NA,Greg Rodgers,maderavalleywater@onemain.com,(59) 674-2407
CA2702466,SAN VICENTE MWC,LPA57 - MONTEREY COUNTY,MONTEREY,30,Non-DAC,Y,N,NA,NA,NA,NA,NA,1,10/8/2021,NA,NA,DONALD PETERS,svmwco@razzolink.com,831-678-8900,NA,NA,NA,NA,NA,Martin Corda,svmwco@razzolink.com,831-206-7592
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,DISTRICT 16 - CENTRAL,LOS ANGELES,1942,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,DANNY LU,danny.1.lu@sce.com,310-510-4372,NA,NA,NA,NA,NA,Danny Lu,Danny.1.Lu@sce.com,(310) 510-4372
CA3610107,GOLDEN STATE WATER CO - APPLE VLY SOUTH,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,1935,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,GEORGE ZAKHARI,george.zakhari@gswater.com,760-515-8322EXT. 117,NA,CA3010047,NA,NA,NA,NA,NA,NA
CA1910085,MAYWOOD MUTUAL WATER CO. #2,DISTRICT 16 - CENTRAL,LOS ANGELES,1924,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOE RODRIGUEZ,maywoodgm@la.twcbc.com,323-581-5816,NA,NA,NA,NA,Y,Joe Rodriguez,maywoodgm@la.twcbc.com,(323) 581-5816
CA5510013,TUD - COLUMBIA WATER SYSTEM,DISTRICT 11 - MERCED,TUOLUMNE,1914,NA,Y - Ag,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,DON PERKINS,dperkins@tuolumneutilities.com,209-532-5536EXT. 524,NA,CA5510001,NA,NA,NA,NA,NA,NA
CA2410003,CITY OF GUSTINE,DISTRICT 11 - MERCED,MERCED,1913,NA,Y,Y,NA,NA,Yes,Yes,Yes,NA,NA,NA,38344.4,DAN ARNOLD,PWDirector@cityofgustine.com,209-854-6183,NA,NA,NA,NA,NA,Jas Birring,jbirring@cityofgustine.com,209-854-9400
CA0510002,CALAVERAS PUD,DISTRICT 10 - STOCKTON,CALAVERAS,1906,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,MATHEW ROBERTS,MROBERTS@CPUD.ORG,209-754-9442,NA,NA,NA,NA,Y,Donna Leatherman,-,209-754-9442
CA1900303,LLANO MUTUAL WATER COMPANY,LPA49 - LA COUNTY,LOS ANGELES,78,SDAC,Y,N,NA,NA,NA,NA,NA,1,10/8/2021,NA,NA,JOHN BLALOCK,BLALOCKJ@MSN.COM,661-944-2939,NA,NA,NA,NA,NA,John Blalock,crystalairecc@aol.com,661-944-2939
CA3310026,NUEVO WATER COMPANY,DISTRICT 20 - RIVERSIDE,RIVERSIDE,1895,NA,Y,Y,NA,NA,Yes,No,Yes,NA,NA,NA,NA,CINTHIA ROBBINS,crobbins.nuevowater@gmail.com,951-928-1922,NA,NA,NA,NA,NA,Cinthia Robbins,nuevowater@gmail.com,951-928-1922
CA2710005,CASTROVILLE COMMUNITY SERVICES DISTRICT,DISTRICT 05 - MONTEREY,MONTEREY,1884,DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,11/15/2021,NA,ERIC TYNAN,eric@castrovillecsd.org,831-633-2560,NA,NA,NA,NA,NA,James Eric Tynan,CWDERIC@REDSHIFT.COM,831.633.2560
CA4910007,"SEA RANCH WATER COMPANY,THE (PUC)",DISTRICT 18 - SONOMA,SONOMA,1872,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,BRIAN MURPHY,bmurphy@tsra.org,707-785-2411,NA,NA,NA,NA,NA,Brian Murphy,BMURPHY@TSRA.ORG,707-785-2411
CA5610039,CHANNEL ISLANDS BEACH CSD,DISTRICT 06 - SANTA BARBARA,VENTURA,1866,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,PETER MARTINEZ,pmartinez@cibcsd.com,805-985-6021,NA,NA,NA,NA,NA,Jesus Navarro,jnavarro@cibcsd.com,805-985-6021
CA3710004,"DEL MAR, CITY OF",DISTRICT 14 - SAN DIEGO,SAN DIEGO,1866,Non-DAC,Y,Y,NA,NA,NA,NA,NA,3,10/8/2021,NA,NA,JOE BRIDE,jbride@delmar.ca.us,858-755-3294,NA,NA,NA,NA,NA,Victor Sturm,vsturm@delmar.ca.us,(858) 755-3294
CA1910029,CITY OF INDUSTRY WATERWORKS SYSTEMS,DISTRICT 07 - HOLLYWOOD,LOS ANGELES,1862,NA,Y,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,ROY FRAUSTO,rfrausto@lapuentewater.com,626-330-2126,NA,NA,NA,NA,NA,Roy Frausto,cortiz@lapuentewater.com,626-330-2126
