Water System No.,Water System Name,Regulating Agency,County,Total Number of Service Connections,AC Name,AC Email,AC Phone,Arrearage Application,Aggregated Application,Aggregated PWSIDs,Residential Arrearage Accounts,New Residential Arrearage Accounts,Residential Arrearage Amount,New Residential Arrearage Amount,CommercialArrearage Accounts,New Commercial Arrearage Accounts,Commercial Arrearage Amount,New Commercial Arrearage Amount,Total Reported Arrearages,Administrative Costs,Total Max Allotment,Total Funding Request,Mailing Address Street 1,Mailing Address Street 2,"City, State, Zip",Completed on,Uploaded Files
3610117,DEVORE WC,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,467,MARK SLOBOM,mark.dwc@charter.net,909-709-3113,Application Summary,No,N/A,9,9,15815.12,15815.12,0,0,0.00,0.00,15815.12,474.45,16289.57,16289.57,"18185 Kenwood Ave,",,"DEVORE, CA 92407",10-22-2021,1052_CA3610117_439704_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3610117_439704_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3610117_439704_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3610117_439704_32056_CommunityWaterS__TaxFormUpload_1.pdf
1010042,MALAGA COUNTY WATER DISTRICT,DISTRICT 12 - VISALIA,FRESNO,462,MOISES ORTIZ,mortiz@malagacwd.org,559-485-7353,Application Summary,No,N/A,60,60,51732.37,51732.37,22,0,6900.00,0,51732.37,1551.97,53284.34,53284.33,3580 SOUTH FRANK STREET,,"FRESNO, CA 93725",10-15-2021,1052_CA1010042_439468_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1010042_439468_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1010042_439468_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1010042_439468_32056_CommunityWaterS__TaxFormUpload_1.pdf
1910249,WHITE FENCE FARMS MWC NO. 1,DISTRICT 22 - ANGELES,LOS ANGELES,454,BRINDI HALL,wffmutual@gmail.com,661-943-3316,Application Summary,No,N/A,5,5,5907.62,5907.62,0,0,0.00,0.00,5907.62,177.23,6084.85,6084.85,41901 20TH STREET WEST,,"PALMDALE, CA 93551",11-03-2021,1052_CA1910249_439229_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1910249_439229_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1910249_439229_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1910249_439229_32056_CommunityWaterS__TaxFormUpload_1.pdf
1210008,GARBERVILLE SANITARY DISTRICT,DISTRICT 01 - KLAMATH,HUMBOLDT,442,RALPH EMERSON,remerson@garbervillesd.org,707-923-9566,Application Summary,No,N/A,25,15,11450.00,10592.50,5,5,3826.00,3826.31,14418.81,432.56,14851.37,14851.37,P.O.BOX 211,,"GARBERVILLE, CA 95542",10-07-2021,1052_CA1210008_439344_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1210008_439344_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1210008_439344_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1210008_439344_32056_CommunityWaterS__TaxFormUpload_1.pdf
1510023,LAKE OF THE WOODS MWC,DISTRICT 19 - TEHACHAPI,KERN,390,PAM JARECKI,LOWWATERCO@GMAIL.COM,661-245-1448,Application Summary,No,N/A,15,15,4727.87,4727.87,0,0,0.00,0.00,4727.87,141.84,4869.71,4869.71,P.O. BOX 112,,"FRAZIER PARK, CA 93225",10-15-2021,1052_CA1510023_439313_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1510023_439313_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1510023_439313_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1510023_439313_32056_CommunityWaterS__TaxFormUpload_1.pdf
5410011,SPRINGVILLE PUD,DISTRICT 12 - VISALIA,TULARE,390,DAVID PLONEIS,springvillepud@gmail.com,559-539-2869,Application Summary,No,N/A,7,8,900.00,1241.67,0,0,0.00,0,1241.67,37.25,1278.92,1278.92,P. O. BOX 434,,"SPRINGVILLE, CA 93265",10-11-2021,1052_CA5410011_439428_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5410011_439428_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5410011_439428_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5410011_439428_32056_CommunityWaterS__TaxFormUpload_1.pdf
0310005,PINE GROVE COMM SERV DIST,DISTRICT 10 - STOCKTON,AMADOR,388,LORI ARNBERG,pgcomser@volcano.net,209-296-7188,Application Summary,No,N/A,14,11,6358.57,4752.53,0,0,0.00,0,4752.53,142.58,4895.11,4895.11,P.O. Box 367,,"PINE GROVE, CA 95665",10-06-2021,1052_CA0310005_439354_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA0310005_439354_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA0310005_439354_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA0310005_439354_32056_CommunityWaterS__TaxFormUpload_1.pdf
5210003,LOS MOLINOS COMM. SERVICES DIST.,DISTRICT 21 - VALLEY,TEHAMA,376,JAMES LOWDEN,jglowden54@gmail.com,530-384-2737,Application Summary,No,N/A,319,65,5870.75,4142,10,5,1085.23,184,4326.00,129.78,4455.78,4455,P.O. BOX 9,,"LOS MOLINOS, CA 96055",10-15-2021,1052_CA5210003_439603_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5210003_439603_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5210003_439603_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5210003_439603_32056_CommunityWaterS__TaxFormUpload_1.pdf
1610009,KETTLEMAN CITY CSD,DISTRICT 12 - VISALIA,KINGS,354,ROSA MALDONADO,kccsd@att.net,559-386-5866,Application Summary,No,N/A,0,0,0.00,0,13,13,25259.42,25259.42,25259.42,757.78,26017.20,26017.2,P.O. BOX 179,,"KETTLEMAN CITY, CA 93239",11-12-2021,1052_CA1610009_439550_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1610009_439550_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1610009_439550_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1610009_439550_32056_CommunityWaterS__TaxFormUpload_1.pdf
2910016,DONNER SUMMIT PUBLIC UTILITY DISTRICT,DISTRICT 09 - SACRAMENTO,NEVADA,352,STEVEN PALMER,spalmer@dspud.com,530-426-3456,Application Summary,No,N/A,18,18,21982.89,21982.89,0,0,0.00,0,21982.89,659.49,22642.38,22642.38,53823 Sherritt Lane,,"SODA SPRINGS, CA 95728",11-04-2021,1052_CA2910016_439925_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2910016_439925_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2910016_439925_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2910016_439925_32056_CommunityWaterS__TaxFormUpload_1.pdf
3200104,GRIZZLY LAKE CSD-DELLEKER,DISTRICT 02 - LASSEN,PLUMAS,350,PAT GUILLORY,patglcsd@gmail.com,530-832-5225,Application Summary,No,N/A,28,28,10832.00,10832.,0,0,0.00,0,10832.00,324.96,11156.96,10832,119 Delleker Road,,"PORTOLA, CA 96122",10-05-2021,1052_CA3200104_439270_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3200104_439270_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3200104_439270_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3200104_439270_32056_CommunityWaterS__TaxFormUpload_1.pdf
5510016,"SIERRA PARK WATER COMPANY, INC.",DISTRICT 11 - MERCED,TUOLUMNE,347,LAEL POTTER,potterlael@gmail.com,831-588-3054,Application Summary,No,N/A,25,19,12100.65,10082.69,0,0,0.00,0,10082.69,302.48,10385.17,10385.17,P.O. BOX 424,,"MI WUK VILLAGE, CA 95346",10-07-2021,1052_CA5510016_439419_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5510016_439419_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5510016_439419_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5510016_439419_32056_CommunityWaterS__TaxFormUpload_1.pdf
1010030,TRANQUILLITY IRRIGATION DISTRICT,DISTRICT 23 - FRESNO,FRESNO,340,ROD WADE,rod@trqid.com,559-698-7225,Application Summary,No,N/A,16,16,6092.50,6092.50,1,1,180.00,180.00,6272.50,188.18,6460.68,6460.68,P.O. Box 487,,"TRANQUILLITY, CA 93668",10-21-2021,1052_CA1010030_439713_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1010030_439713_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1010030_439713_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1010030_439713_32056_CommunityWaterS__TaxFormUpload_1.pdf
2010009,BAKMAN WATER-ROLLING HILLS,DISTRICT 11 - MERCED,MADERA,339,TIM BAKMAN,TIM@BAKMANWATER.COM,559-255-0324,Application Summary,No,N/A,9,9,2328.08,2328.08,2,2,144.98,144.98,2473.06,74.19,2547.25,2547.25,P.O. BOX 7965,,"FRESNO, CA 93747",10-15-2021,1052_CA2010009_439626_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2010009_439626_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2010009_439626_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2010009_439626_32056_CommunityWaterS__TaxFormUpload_1.pdf
5010042,WATERFORD-RIVER POINTE,DISTRICT 10 - STOCKTON,STANISLAUS,333,MICHEAL PITCOCK,mpitcock@cityofwaterford.org,209-874-2328,Application Summary,No,N/A,27,24,18940.00,5899,0,0,0.00,0,5899.00,176.97,6075.97,6075.97,101 E Street,,"WATERFORD, CA 95386",11-02-2021,1052_CA5010042_439304_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5010042_439304_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5010042_439304_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5010042_439304_32056_CommunityWaterS__TaxFormUpload_1.pdf
5410017,LONDON COMMUNITY SERV DIST,DISTRICT 12 - VISALIA,TULARE,320,BOARD OF DIRECTORS 5410017,,559-591-5142,Application Summary,No,N/A,100,100,31155.00,31155.00,1,1,600.00,600.00,31755.00,952.65,32707.65,32707.65,37835 KATE ROAD,,"DINUBA, CA 93618",10-28-2021,1052_CA5410017_439551_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5410017_439551_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5410017_439551_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5410017_439551_32056_CommunityWaterS__TaxFormUpload_1.pdf
1010035,DEL REY COMMUNITY SERV DIST,DISTRICT 23 - FRESNO,FRESNO,312,CARLOS ARIES,drcsd@pacbell.net,559-888-2272,Application Summary,No,N/A,51,51,28850.00,28850.00,0,0,0.00,0,28850.00,865.50,29715.50,29715.5,P.O. Box 186,,"DEL REY, CA 93616",10-28-2021,1052_CA1010035_439549_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1010035_439549_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1010035_439549_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1010035_439549_32056_CommunityWaterS__TaxFormUpload_1.pdf
3600306,THUNDERBIRD CWD,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,302,CAROLE MCMICHAEL,tcwdoffice@gmail.com,760-247-2503,Application Summary,No,N/A,18,18,17718.36,17718.36,0,0,0.00,0.00,17718.36,531.55,18249.91,18249.91,24737 STANDING ROCK ROAD,,"APPLE VALLEY, CA 92307",10-29-2021,1052_CA3600306_439441_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3600306_439441_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3600306_439441_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3600306_439441_32056_CommunityWaterS__TaxFormUpload_1.pdf
3600009,APPLE VALLEY HEIGHTS CWD,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,296,DANIEL SMITH,danavhcwd@yahoo.com,760-247-7330,Application Summary,No,N/A,15,15,7215.19,909.61,0,0,0.00,0,909.61,27.29,936.90,936.89,9429 Cerra Vista,,"APPLE VALLEY, CA 92308",10-12-2021,1052_CA3600009_439312_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3600009_439312_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3600009_439312_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3600009_439312_32056_CommunityWaterS__TaxFormUpload_1.pdf
1510016,RAND COMMUNITIES WATER DISTRICT,DISTRICT 19 - TEHACHAPI,KERN,284,DEBBIE JONES,rcwd@randwaterdistrict.com,760-374-2414,Application Summary,No,N/A,27,23,20124.31,18617.06,0,0,0.00,0.00,18617.06,558.51,19175.57,19175.57,P.O. Box 187,,"JOHANESBURG, CA 93528",10-15-2021,1052_CA1510016_439365_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1510016_439365_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1510016_439365_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1510016_439365_32056_CommunityWaterS__TaxFormUpload_1.pdf
5400824,SULTANA CSD,DISTRICT 24 - TULARE,TULARE,249,CELESTE PEREZ,sultanacsd@gmail.com,559-730-8035,Application Summary,No,N/A,35,43,9259.52,16423.37,0,0,0.00,0.00,16423.37,492.70,16916.07,16916.07,P.O. BOX 158,,"SULTANA, CA 93666",10-14-2021,1052_CA5400824_439249_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5400824_439249_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5400824_439249_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5400824_439249_32056_CommunityWaterS__TaxFormUpload_1.pdf
1700568,HARBOR VIEW MUTUAL WATER COMPANY,DISTRICT 03 - MENDOCINO,LAKE,246,ELVIA CUBILLA,rivierawest@gmail.com,707-279-8544,Application Summary,No,N/A,3,3,1741.80,1741.80,0,0,0.00,0,1741.80,52.25,1794.05,1794.05,8475 Harbor View Drive,,"KELSEYVILLE, CA 95451",10-18-2021,1052_CA1700568_439482_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1700568_439482_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1700568_439482_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1700568_439482_32056_CommunityWaterS__TaxFormUpload_1.pdf
1210024,WESTHAVEN C.S.D.,DISTRICT 01 - KLAMATH,HUMBOLDT,227,PAUL ROSENBLATT,prosenblatt.wcsd@suddenlinkmail.com,707-677-0798,Application Summary,No,N/A,5,5,3025.25,3025.25,0,0,0.00,0.00,3025.25,90.76,3116.01,3116.01,P.O. BOX 2015,,"TRINIDAD, CA 95570",10-15-2021,1052_CA1210024_439300_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1210024_439300_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1210024_439300_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1210024_439300_32056_CommunityWaterS__TaxFormUpload_1.pdf
2900523,WASHINGTON WATER DISTRICT,LPA59 - NEVADA COUNTY,NEVADA,219,TINA JACKSON,washingtoncowtr@gmail.com,530-265-4720,Application Summary,No,N/A,22,22,3984.40,10026.66,1,1,460.20,1855.20,11881.86,356.46,12238.32,12000,P.O. Box # 34,,"WASHINGTON, CA 95986",10-05-2021,1052_CA2900523_439346_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2900523_439346_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2900523_439346_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2900523_439346_32056_CommunityWaterS__TaxFormUpload_1.pdf
3600008,APPLE VALLEY FOOTHILL CWD,DISTRICT 13 - SAN BERNARDINO,SAN BERNARDINO,218,LYNN THOMPSON,avfcwd@gmail.com,760-247-1101,Application Summary,No,N/A,10,3,1100.00,1224.28,0,0,0.00,0,1224.28,36.73,1261.01,1261.01,22545 Del Oro Road,,"APPLE VALLEY, CA 92308",10-21-2021,1052_CA3600008_439749_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3600008_439749_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3600008_439749_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3600008_439749_32056_CommunityWaterS__TaxFormUpload_1.pdf
0310006,RIVER PINES PUD,DISTRICT 10 - STOCKTON,AMADOR,215,GENERAL MANAGER,RPPUD@rppud.org,209-245-6723,Application Summary,No,N/A,20,11,8802.49,8328.88,0,0,0.00,0,8328.88,249.87,8578.75,8578.75,P.O. BOX  70,,"RIVER PINES, CA 95675",11-01-2021,1052_CA0310006_439830_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA0310006_439830_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA0310006_439830_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA0310006_439830_32056_CommunityWaterS__TaxFormUpload_1.pdf
1210013,HUMBOLDT BAY MWD,DISTRICT 01 - KLAMATH,HUMBOLDT,206,JOHN FRIEDENBACH,OFFICE@HBMWD.COM,707-443-5018,Application Summary,No,N/A,11,11,1761.39,1761.39,0,0,0.00,0,1761.39,52.84,1814.23,1814.23,P.O. BOX 95,,"EUREKA, CA 95502",10-12-2021,1052_CA1210013_439386_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1210013_439386_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1210013_439386_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1210013_439386_32056_CommunityWaterS__TaxFormUpload_1.pdf
5200504,CITY OF TEHAMA,DISTRICT 21 - VALLEY,TEHAMA,195,CAROLYN STEFFAN,cdsteffan@sbcglobal.net,530-384-1501,Application Summary,No,N/A,6,5,785.00,1145.47,0,0,0.00,0,1145.47,34.36,1179.83,1179.83,P.O. BOX 70,,"TEHAMA, CA 96090",10-05-2021,1052_CA5200504_439323_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5200504_439323_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5200504_439323_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5200504_439323_32056_CommunityWaterS__TaxFormUpload_1.pdf
5410039,PLAINVIEW MUTUAL WATER COMPANY,DISTRICT 12 - VISALIA,TULARE,187,JUAN MARTINEZ,juan.martinez9826@yahoo.com,559-853-7957,Application Summary,Yes,CA5400682; CA5410039,229,33,24178.00,16880,4,0,0.00,0,16880.00,506.40,17386.40,17386.4,P.O. BOX 942,,"STRATHMORE, CA 93267",10-22-2021,1052_CA5410039_439615_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5410039_439615_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5410039_439615_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5410039_439615_32056_CommunityWaterS__TaxFormUpload_1.pdf
5010026,WATERFORD - HICKMAN,DISTRICT 10 - STOCKTON,STANISLAUS,180,MICHEAL PITCOCK,mpitcock@cityofwaterford.org,209-874-2328,Application Summary,No,N/A,16,11,6271.00,3244,0,0,0.00,0,3244.00,97.32,3341.32,3341.32,101 E Street,,"WATERFORD, CA 95386",10-21-2021,1052_CA5010026_439303_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5010026_439303_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5010026_439303_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5010026_439303_32056_CommunityWaterS__TaxFormUpload_1.pdf
1500475,KRISTA MUTUAL WATER COMPANY,DISTRICT 19 - TEHACHAPI,KERN,179,PAM JARECKI,kristawaterco@gmail.com,661-245-5613,Application Summary,No,N/A,19,15,4387.50,3597.50,0,0,0.00,0.00,3597.50,107.93,3705.43,3705.43,P.O. BOX 951,,"FRAZIER PARK, CA 93225",10-18-2021,1052_CA1500475_439230_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1500475_439230_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1500475_439230_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1500475_439230_32056_CommunityWaterS__TaxFormUpload_1.pdf
3301031,BANNING HTS. MUTUAL WATER CO.,DISTRICT 20 - RIVERSIDE,RIVERSIDE,178,JULIE HUTCHINSON,juliehutch3182@aol.com,951-849-2540,Application Summary,No,N/A,28,28,169190.13,128440.14,0,0,0.00,0,128440.14,3853.20,132293.34,132293.34,7091 Bluff Rd.,,"BANNING, CA 92220",10-13-2021,1052_CA3301031_439600_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA3301031_439600_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA3301031_439600_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA3301031_439600_32056_CommunityWaterS__TaxFormUpload_1.pdf
0202504,MARKLEEVILLE WATER CO.,LPA32 - ALPINE COUNTY,ALPINE,167,KRIS HARTNETT,khartnet@hotmail.com,530-694-1879,Application Summary,No,N/A,9,9,6402.41,6402.41,2,2,2474.50,2475,8877.41,266.32,9143.73,9143.73,1090 HOT SPRINGS ROAD,,"MARKLEEVILLE, CA 96120",10-26-2021,1052_CA0202504_439611_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA0202504_439611_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA0202504_439611_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA0202504_439611_32056_CommunityWaterS__TaxFormUpload_1.pdf
5400542,DUCOR CSD,DISTRICT 24 - TULARE,TULARE,166,TED DANIELS,ducor10@aol.com,559-359-1247,Application Summary,No,N/A,15,9,3320.75,2629.01,0,0,0.00,0.00,2629.01,78.87,2707.88,2707.88,P.O. BOX 307,,"DUCOR, CA 93218",10-28-2021,1052_CA5400542_439394_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5400542_439394_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5400542_439394_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5400542_439394_32056_CommunityWaterS__TaxFormUpload_1.pdf
2700586,GABILAN WC,LPA57 - MONTEREY COUNTY,MONTEREY,162,RENEE GARNER,RENEE@RENEEGARNER.COM,831-905-2734,Application Summary,No,N/A,23,23,9023.00,9023.00,0,0,0.00,0,9023.00,270.69,9293.69,9293.69,1628 N. MAIN #295,,"SALINAS, CA 93906",10-08-2021,1052_CA2700586_439473_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA2700586_439473_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA2700586_439473_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA2700586_439473_32056_CommunityWaterS__TaxFormUpload_1.pdf
4810010,SID - GIBSON CANYON,DISTRICT 04 - SAN FRANCISCO,SOLANO,162,CARY KEATEN,ckeaten@sidwater.org,707-455-4009,Application Summary,No,N/A,8,7,12056.21,14243.81,0,0,0.00,0,14243.81,427.31,14671.12,14671.12,810 VACA VALLEY PKWY STE 201,,"VACAVILLE, CA 95688-8834",11-12-2021,1052_CA4810010_440110_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4810010_440110_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4810010_440110_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4810010_440110_32056_CommunityWaterS__TaxFormUpload_1.pdf
1000053,LANARE COMMUNITY SERVICES DIST,DISTRICT 23 - FRESNO,FRESNO,156,LINDA BALLING,lballing@calh2o.com,559-935-2300,Application Summary,No,N/A,4,4,3065.29,3065.29,0,0,0.00,0,3065.29,91.96,3157.25,3157.25,P.O. Box 292,,"COALINGA, CA 93210",10-15-2021,1052_CA1000053_439342_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA1000053_439342_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA1000053_439342_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA1000053_439342_32056_CommunityWaterS__TaxFormUpload_1.pdf
4700513,HORNBROOK C.S.D.,DISTRICT 01 - KLAMATH,SISKIYOU,147,ROBERT PUCKETT,rdpuckettsr@hotmail.com,530-475-3856,Application Summary,No,N/A,23,23,26939.27,2411.24,0,0,0.00,0.00,2411.24,72.34,2483.58,2483.58,PO BOX 29,,"HORNBROOK, CA 96044",10-28-2021,1052_CA4700513_439848_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA4700513_439848_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA4700513_439848_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA4700513_439848_32056_CommunityWaterS__TaxFormUpload_1.pdf
5602108,GARDEN ACRES MUTUAL WATER CO,DISTRICT 06 - SANTA BARBARA,VENTURA,140,MARY ANNE ROONEY,gardenacresmgr@gmail.com,805-415-2787,Application Summary,No,N/A,8,8,2215.00,2215,0,0,0.00,0,2215.00,66.45,2281.45,2281.45,3701 Orange Drive,,"OXNARD, CA 93036",10-19-2021,1052_CA5602108_439519_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5602108_439519_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5602108_439519_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5602108_439519_32056_CommunityWaterS__TaxFormUpload_1.pdf
5000005,CROWS LANDING COMM SVC DISTRICT,LPA80 - STANISLAUS COUNTY,STANISLAUS,138,IGNACIO H LOPEZ,nacho892@frontier.com,209-652-1229,Application Summary,No,N/A,15,15,2600.00,2600,2,2,879.00,879,3479.00,104.37,3583.37,3583.37,PO BOX 537,,"CROWS LANDING, CA 95313",10-29-2021,1052_CA5000005_439638_32037_CommunityWaterS__AuthorizedRepresentitiveDocumentation_1.pdf   1052_CA5000005_439638_32038_CommunityWaterS__ConditionsOfPayment_1.pdf  1052_CA5000005_439638_32039_CommunityWaterS__DisbursementRequestForm_1.pdf  1052_CA5000005_439638_32056_CommunityWaterS__TaxFormUpload_1.pdf
